RecordID,game_selector,gid,game_date,year,month,day,local_game_time,stadium_name,stadium_location,split,season_type,away_team_abbr,away_team_name,away_team_type,away_team_mascot,home_team_abbr,home_team_name,home_team_type,home_team_mascot,game_number,inning,top_or_bottom,atbat_num_within_game,start_tfs,start_tfs_zulu,batter_id,batter_name,batter_team,stand,b_height,pitcher_id,pitcher_name,pitcher_team,p_throws,event,event_es,home_team_runs,away_team_runs,pitch_result,pitch_type,pitch_type_name,pitch_type_confidence,balls,strikes,last_pitch_in_atbat,pitch_num_within_atbat,ax,ay,az,break_angle,break_length,break_y,des,des_es,end_speed,event_num,id,nasty,pfx_x,pfx_z,play_guid,px,pz,spin_dir,spin_rate,start_speed,sz_bot,sz_top,tfs,tfs_zulu,vx0,vy0,vz0,x0,y0,z0,zone,away_team,home_team
133,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,36,014204,2017-07-19T01:42:04Z,502481,Jarrod Dyson,Seattle Mariners,L,5-10,502748,Brad Peacock,Houston Astros,R,Single,Sencillo,4,1,X,FT,two-seam fastball,0.936,1,1,1,3,-20.90558,26.80001,-20.56074,42.3,6.2,23.8,"In play, run(s)","En juego, carrera(s)",85.7,281,281,56,-11.17779,6.2094,f6851c5d-60eb-4554-9c78-fd8b348ce003,-0.8228334,2.47192,240.947,2368.546,93.1,1.589,3.467,014317,2017-07-19T01:43:17Z,8.415499,-135.2459,-3.084886299645779,-2.5075330605450326,49.99999999999997,5.052962588511256,13,Mariners,Astros
134,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,FT,two-seam fastball,0.923,0,0,0,1,-23.41557,27.96181,-22.61625,42.7,7.4,23.8,Ball,Bola mala,83.9,289,289,43,-13.09949,5.346967,7d942cc0-1dee-47a0-a66e-c0bec243bbf1,-0.4376892,0.8514705,247.795,2282.461,91.5,1.504,3.301,014436,2017-07-19T01:44:36Z,7.109663,-132.7498,-6.118221886501281,-1.446434698911731,50.00000000000001,4.828256493845133,13,Mariners,Astros
135,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,FT,two-seam fastball,0.925,1,0,0,2,-22.00058,28.44913,-20.05529,43.8,6.8,23.8,Ball,Bola mala,82.8,290,290,61,-12.54846,6.91217,a7c578b0-7cfe-45de-ab0f-3e9808570000,0.6430932,1.757884,241.152,2307.532,90.8,1.504,3.301,014456,2017-07-19T01:44:56Z,8.659797,-131.7041,-4.652792868248303,-1.060388107932139,50.000000000000014,5.03408964362309,9,Mariners,Astros
136,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.918,2,0,0,3,-22.93983,28.04432,-28.19308,37,8.2,23.8,Foul,Foul,83.1,295,295,42,-13.00324,2.256578,399cf708-2a96-48cd-865d-5b2d1b220130,-0.3838698,2.305718,260.155,2190.267,90.9,1.504,3.301,014714,2017-07-19T01:47:14Z,7.069926,-131.9814,-1.3805737243237188,-1.407841340842957,49.99999999999999,4.91147192573196,4,Mariners,Astros
137,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,SL,slider,0.929,2,1,0,4,2.210565,22.72851,-25.03505,-7.3,6.8,23.8,Ball,Bola mala,77.4,300,300,46,1.455154,4.699408,d104c882-52e7-44ff-a77c-3be4a29b6669,1.251709,2.461742,162.796,2495.875,84.1,1.504,3.301,014817,2017-07-19T01:48:17Z,5.860788,-122.1253,-1.2967039256110329,-1.3623695520650414,49.999999999999986,5.141057322886728,12,Mariners,Astros
138,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.922,3,1,0,5,-22.5992,26.53842,-29.10514,35.9,8.1,23.8,Foul,Foul,84.7,301,301,45,-12.40062,1.683967,d49af65e-f278-4d36-b9f6-91ad922a0bb3,-0.4339584,1.97635,262.267,2218.264,91.9,1.504,3.301,014835,2017-07-19T01:48:35Z,6.567363,-133.5994,-2.2036994187339136,-1.3022293799714864,50,4.886406012056009,7,Mariners,Astros
139,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,SL,slider,0.92,3,2,0,6,3.341308,23.3193,-22.60294,-9.9,6.3,23.8,Foul,Foul,76.6,302,302,30,2.232971,6.3963,9e07d2db-904e-40c3-bdf6-c3129d11f0f8,0.3026442,2.294574,160.757,2673.265,83.6,1.504,3.301,014922,2017-07-19T01:49:22Z,3.636818,-121.4361,-1.8995725814201292,-1.5031547288651692,49.99999999999993,5.049054996803971,6,Mariners,Astros
140,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.936,3,2,0,7,-22.4314,29.53466,-21.61027,43.6,6.9,23.8,Foul,Foul,84,303,303,44,-12.38023,5.830313,f6e3e3bb-14ac-42e0-9536-397f4c24cd45,-0.5358281,2.541632,244.782,2397.833,92.2,1.504,3.301,014949,2017-07-19T01:49:49Z,6.102015,-133.918,-2.7864261498872858,-1.2384403941326867,50,5.145244084016608,4,Mariners,Astros
141,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.93,3,2,0,8,-22.4748,27.53318,-25.94434,38.8,7.5,23.8,Foul,Foul,84.4,304,304,36,-12.35286,3.424046,a7b3356c-4001-46ac-90ed-10b576e23de0,-0.2247321,2.466741,254.507,2350.625,92,1.504,3.301,015017,2017-07-19T01:50:17Z,6.645554,-133.721,-1.5917108340809685,-1.1310494862297145,49.99999999999995,4.9222755844018735,5,Mariners,Astros
142,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,37,014413,2017-07-19T01:44:13Z,434563,Carlos Ruiz,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,SL,slider,0.905,3,2,1,9,-0.7416608,24.96709,-22.64649,0.6,6.1,23.8,Called Strike,Strike cantado,77,305,305,45,-0.4868617,6.254346,7a313e05-06d5-4294-ad7d-d2880364e7d4,-0.4787705,3.004198,184.449,2608.533,84.6,1.504,3.301,015046,2017-07-19T01:50:46Z,2.609068,-122.8264,-0.4435347399234614,-1.4927629388043713,49.99999999999999,5.117494287169481,1,Mariners,Astros
143,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.937,0,0,0,1,-21.65442,29.50324,-21.31298,42.2,6.5,23.8,Called Strike,Strike cantado,84.8,309,309,60,-11.72108,5.878865,071159c9-ecc8-4ebb-af91-f8f8c44b145c,0.776847,2.703426,243.363,2339.883,93.1,1.504,3.301,015124,2017-07-19T01:51:24Z,9.132438,-135.0917,-2.0820149167111643,-1.1252274487466327,49.999999999999964,4.982620106565837,12,Mariners,Astros
144,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,FT,two-seam fastball,0.936,0,1,0,2,-23.52865,30.72555,-21.69487,43.3,6.8,23.8,Ball,Bola mala,84.6,310,310,59,-12.78486,5.694115,6ebf7a17-6b2d-4409-bd40-a5b04bed52df,1.207187,2.18456,245.992,2311.004,93.3,1.504,3.301,015142,2017-07-19T01:51:42Z,10.55315,-135.1276,-3.4232632568655204,-1.0968756553452361,50.00000000000001,5.0003345767772185,14,Mariners,Astros
145,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.936,1,1,0,3,-22.14139,29.22124,-22.32738,41.6,6.7,23.8,Called Strike,Strike cantado,84.7,311,311,55,-12.04425,5.356288,7ca006fc-986b-4340-8974-61e726f8fea6,0.7228535,2.55583,246.024,2400.683,92.8,1.504,3.301,015203,2017-07-19T01:52:03Z,9.004296,-134.7269,-1.9731549447004688,-1.097585252150881,49.99999999999993,4.875311800966982,12,Mariners,Astros
146,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,FT,two-seam fastball,0.935,1,2,0,4,-21.12528,29.71074,-19.51141,43,6.2,23.8,Ball,Bola mala,84.6,312,312,67,-11.52005,6.905197,1ef5e6d5-1d00-4fb8-82b4-6785221cafb3,0.9707686,1.839435,239.061,2364.865,92.9,1.504,3.301,015231,2017-07-19T01:52:31Z,9.505837,-134.685,-4.296217825436889,-1.1106523372303432,50.000000000000014,4.837990295861749,14,Mariners,Astros
147,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,B,FT,two-seam fastball,0.929,2,2,0,5,-23.07047,28.32132,-23.77966,40.8,7.2,23.8,Ball,Bola mala,84.4,313,313,61,-12.68174,4.614359,62479474-30ac-428c-8f85-b65bb831f22b,1.169104,2.097871,250.005,2303.22,92.3,1.504,3.301,015257,2017-07-19T01:52:57Z,10.34079,-133.8902,-2.4920660123144818,-1.091462452002845,50.00000000000004,4.73838096641556,14,Mariners,Astros
148,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,top,38,015126,2017-07-19T01:51:26Z,628338,Guillermo Heredia,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Strikeout,Ponche,4,1,S,FT,two-seam fastball,0.928,3,2,1,6,-23.02569,28.51764,-27.32698,37.5,7.8,23.8,Swinging Strike,Strike tirándole,84.4,314,314,50,-12.77071,2.688322,176a8978-87dd-4180-a27f-1e2ae4fd25ca,0.5937766,2.27448,258.112,,91.9,1.504,3.301,015323,2017-07-19T01:53:23Z,8.705156,-134.0103,-1.6766118642500487,-1.051769728565393,50.00000000000002,4.857106512894893,6,Mariners,Astros
149,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,39,015532,2017-07-19T01:55:32Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,SI,sinker,0.907,0,0,0,1,-15.02286,27.96759,-23.09759,29.7,6.8,23.7,Ball,Bola mala,79.1,320,320,74,-9.317391,5.62935,26a8167d-5379-42cf-a17e-f4043bc498ad,1.181462,2.998667,238.86,2094.062,87.3,1.448,3.104,015602,2017-07-19T01:56:02Z,7.382444,-126.7288,-2.097276791768263,-0.5712134399858342,50.00000000000002,5.698079915457788,12,Mariners,Astros
150,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,39,015532,2017-07-19T01:55:32Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,SI,sinker,0.88,1,0,0,2,-14.9071,26.686,-22.69359,31.1,6.7,23.8,Ball,Bola mala,79.3,321,321,48,-9.521791,6.05557,38f6c717-9623-466a-b966-3e73cd307594,0.1346526,3.46813,237.544,,86.8,1.448,3.104,015618,2017-07-19T01:56:18Z,5.162967,-126.5527,-1.1237059573226165,-0.7372901965614767,50.00000000000002,5.741659995822828,12,Mariners,Astros
151,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,39,015532,2017-07-19T01:55:32Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,SL,slider,0.902,2,0,0,3,-0.7904365,21.93366,-34.03119,0.7,9.5,23.9,Foul,Foul,76.3,322,322,31,-0.5468267,-1.284776,522e8102-ace6-41b6-83fd-1c29252d2063,0.1873037,1.658944,336.946,,82,1.448,3.104,015638,2017-07-19T01:56:38Z,2.411986,-119.8141,-2.325777952811034,-0.7596984922725223,49.99999999999996,5.666825309628284,8,Mariners,Astros
152,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,39,015532,2017-07-19T01:55:32Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,SI,sinker,0.921,2,1,0,4,-16.6545,26.83633,-25.0929,31.2,7.4,23.8,Called Strike,Strike cantado,80.1,323,323,54,-10.44307,4.440172,fa6d91c1-a171-46bd-91da-e8a317cce140,0.5427578,2.884171,246.965,,87.8,1.448,3.104,015704,2017-07-19T01:57:04Z,6.031561,-127.5798,-2.079877802563262,-0.539077525401701,50.00000000000001,5.692362501724023,3,Mariners,Astros
153,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,39,015532,2017-07-19T01:55:32Z,514888,Jose Altuve,Houston Astros,R,5-6,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,X,SI,sinker,0.813,2,2,1,5,-11.99054,24.65435,-22.95713,25.8,6.5,23.8,"In play, out(s)","En juego, out(s)",79.7,324,324,39,-7.624846,5.861086,dd04ae1a-a841-448e-ab0e-0ece986b0409,-0.1719193,2.728369,232.45,,86.7,1.448,3.104,015723,2017-07-19T01:57:23Z,3.52787,-126.1439,-2.6902296961233656,-0.622749338973974,49.999999999999986,5.651059154084652,2,Mariners,Astros
154,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,40,015804,2017-07-19T01:58:04Z,502210,Josh Reddick,Houston Astros,L,6-2,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,CU,curveball,0.879,0,0,0,1,2.617293,21.48503,-36.04228,-4.4,11.2,23.9,Ball,Bola mala,72.6,328,328,80,2.003937,-2.961721,245aac86-d195-4e81-9788-7f362941b75a,0.1616906,1.441467,34.081,,78.7,1.589,3.467,015803,2017-07-19T01:58:03Z,1.233289,-114.3842,-2.261605189611447,-0.6419177498111049,49.99999999999995,5.983347966282318,14,Mariners,Astros
155,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,40,015804,2017-07-19T01:58:04Z,502210,Josh Reddick,Houston Astros,L,6-2,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,X,CH,changeup,0.938,1,0,1,2,-14.49646,21.35487,-32.54942,23,9.7,23.9,"In play, out(s)","En juego, out(s)",77,329,329,47,-9.785364,-0.2533818,fc90f098-bc1e-45d7-8e5b-dbf526f3200f,-0.6570654,1.940735,271.484,,82.7,1.589,3.467,015821,2017-07-19T01:58:21Z,3.198682,-120.714,-2.358698567666449,-0.727917866744391,50.00000000000001,5.768894412408088,7,Mariners,Astros
156,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,SI,sinker,0.898,0,0,0,1,-15.45079,24.03751,-26.22891,28.5,7.5,23.9,Ball,Bola mala,81.4,333,333,65,-9.256098,3.561552,5ffc6aa9-ef4b-42ed-9988-fa8491067c40,-0.412034,1.298475,248.954,2033.018,87.9,1.589,3.467,015858,2017-07-19T01:58:58Z,3.802351,-127.7986,-5.585628153451184,-0.7090331276590969,50.00000000000002,5.548033444715483,13,Mariners,Astros
157,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,CU,curveball,0.898,1,0,0,2,4.646036,22.76887,-34.18869,-7.7,10.8,23.8,Ball,Bola mala,72.5,334,334,12,3.54531,-1.537338,376b7ad6-6703-4801-ba5c-29e392abc37d,0.1025497,0.5608514,66.556,,79,1.589,3.467,015913,2017-07-19T01:59:13Z,0.6555709,-114.6099,-4.29139771190419,-0.6449359771675909,50.00000000000002,5.8251249321879754,14,Mariners,Astros
158,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,B,SI,sinker,0.898,2,0,0,3,-15.3281,25.66052,-26.10668,29.3,7.5,23.8,Ball,Bola mala,80.1,335,335,51,-9.355714,3.703303,ffcaf705-5177-4580-8fe5-c5a5706571c0,-0.9248769,3.101719,248.404,2109.656,87.4,1.589,3.467,015936,2017-07-19T01:59:36Z,2.583961,-127.0984,-1.4724966674381832,-0.7383577017151699,49.999999999999936,5.758575730024928,11,Mariners,Astros
159,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,SI,sinker,0.726,3,0,0,4,-14.90033,25.5322,-22.82931,30.1,7,23.8,Called Strike,Strike cantado,79.2,336,336,56,-9.342784,5.859327,c35272ac-6ed6-4bd3-bbcd-245ccdce144e,0.4102354,1.572975,237.906,2046.96,86.5,1.589,3.467,015949,2017-07-19T01:59:49Z,5.431246,-125.5311,-5.461902086008477,-0.5682438356922008,49.99999999999999,5.636575644888819,14,Mariners,Astros
160,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,SI,sinker,0.591,3,1,0,5,-12.25216,27.02072,-17.69222,32.5,5.5,23.8,Swinging Strike,Strike tirándole,78.3,337,337,54,-7.840161,9.266927,deb2ebe2-b6f2-4d32-a8f7-33e1f6238a50,-0.3084647,3.703947,220.231,,85.9,1.589,3.467,020010,2017-07-19T02:00:10Z,3.724509,-125.501,-1.4670091590259793,-0.8123684113211331,49.99999999999994,5.74691827747095,11,Mariners,Astros
161,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,SI,sinker,0.857,3,2,0,6,-14.90384,26.8729,-20.25528,33.9,6.3,23.8,Foul,Foul,79.7,338,338,38,-9.371856,7.494778,5ed4e964-37bd-4d66-b31f-72264d4f43a9,-0.3202549,2.6689,231.35,,87.3,1.589,3.467,020030,2017-07-19T02:00:30Z,3.778797,-126.95,-3.72084547967584,-0.6403450083892631,50.00000000000007,5.772895694384172,4,Mariners,Astros
162,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,S,CH,changeup,0.968,3,2,0,7,-17.27685,24.6573,-32.08778,27.4,10.1,23.8,Foul,Foul,76.3,339,339,52,-11.72397,5.853818e-02,ddf2ddac-44eb-4e27-90b2-02757ed944ae,-1.237194,1.999828,269.714,,83.1,1.589,3.467,020100,2017-07-19T02:01:00Z,2.273716,-121.0574,-2.0591159789476654,-0.6722014913056279,50.000000000000064,5.682741152340105,13,Mariners,Astros
163,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,5,bottom,41,015904,2017-07-19T01:59:04Z,136860,Carlos Beltran,Houston Astros,L,6-1,543208,Samuel Gaviglio,Seattle Mariners,R,Flyout,Elevado de Out,4,1,X,CU,curveball,0.714,3,2,1,8,3.501478,22.11457,-38.43316,-4.9,11.8,23.8,"In play, out(s)","En juego, out(s)",72,340,340,45,2.684291,-4.798337,5e2441af-d65a-4aff-b9b2-753af1df67cc,-0.918891,2.861771,29.222,,78.6,1.589,3.467,020136,2017-07-19T02:01:36Z,-1.262821,-114.3133,1.3523168540213621,-0.7033546834539511,49.99999999999993,6.0508300697828865,11,Mariners,Astros
164,Mariners at Astros,gid_2017_07_18_seamlb_houmlb_1,2017-07-18,2017,07,18,19:10,Minute Maid Park,"Houston, TX",night,R,sea,Seattle Mariners,mlb,Mariners,hou,Houston Astros,mlb,Astros,1,6,top,42,020410,2017-07-19T02:04:10Z,516416,Jean Segura,Seattle Mariners,R,5-10,502748,Brad Peacock,Houston Astros,R,Groundout,Roletazo de Out,4,1,S,SL,slider,0.939,0,0,0,1,3.32193,23.6852,-23.72811,-8.4,6.9,23.8,Called Strike,Strike cantado,75.4,345,345,74,2.290075,5.82247,094deb0e-2b21-4dcc-b279-c471872cd537,-0.5012887,1.751354,158.531,2526.808,82.6,1.504,3.301,020405,2017-07-19T02:04:05Z,1.503948,-119.8344,-2.99461973873928,-1.43498115431523,50,5.14236781553601,7,Mariners,Astros
